,index,year,month,categories,problem_type_1,count
3241,3241,2021,5,CriminalBehaviour,Physical/Verbal Agression,54
3242,3242,2021,5,CriminalBehaviour,Robbery,51
3243,3243,2021,5,CriminalBehaviour,Sexual harassment,3
3244,3244,2021,5,CriminalBehaviour,Theft,77
3245,3245,2021,5,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",2
3246,3246,2021,5,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,55
3247,3247,2021,6,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
3248,3248,2021,6,CriminalBehaviour,Agression,24
3249,3249,2021,6,CriminalBehaviour,Animal abuse,2
3250,3250,2021,6,CriminalBehaviour,Break-in,86
3251,3251,2021,6,CriminalBehaviour,Corporal injury,2
3252,3252,2021,6,CriminalBehaviour,Environmental crime,3
3253,3253,2021,6,CriminalBehaviour,Fishing in Prohibited Places,1
3254,3254,2021,6,CriminalBehaviour,Fraud (monetary),3
3255,3255,2021,6,CriminalBehaviour,Gambling,2
3256,3256,2021,6,CriminalBehaviour,Gunshot,9
3257,3257,2021,6,CriminalBehaviour,Illegal possession,1
3258,3258,2021,6,CriminalBehaviour,Illitcit Substance,107
3259,3259,2021,6,CriminalBehaviour,Incitement to crime,1
3260,3260,2021,6,CriminalBehaviour,Irregular Construction,4
3261,3261,2021,6,CriminalBehaviour,Misuse of transport card,1
3262,3262,2021,6,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,30
3263,3263,2021,6,CriminalBehaviour,Obscene/libelous acts,8
3264,3264,2021,6,CriminalBehaviour,Physical/Verbal Agression,49
3265,3265,2021,6,CriminalBehaviour,Racism,1
3266,3266,2021,6,CriminalBehaviour,Robbery,53
3267,3267,2021,6,CriminalBehaviour,Sexual harassment,2
3268,3268,2021,6,CriminalBehaviour,Theft,74
3269,3269,2021,6,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,49
3270,3270,2021,7,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
3271,3271,2021,7,CriminalBehaviour,Abuse of incapacitated persons,1
3272,3272,2021,7,CriminalBehaviour,Agression,25
3273,3273,2021,7,CriminalBehaviour,Animal abuse,2
3274,3274,2021,7,CriminalBehaviour,Break-in,97
3275,3275,2021,7,CriminalBehaviour,Corporal injury,6
3276,3276,2021,7,CriminalBehaviour,Environmental crime,5
3277,3277,2021,7,CriminalBehaviour,Extortion,1
3278,3278,2021,7,CriminalBehaviour,Fishing in Prohibited Places,1
3279,3279,2021,7,CriminalBehaviour,Fraud (monetary),3
3280,3280,2021,7,CriminalBehaviour,Gambling,3
3281,3281,2021,7,CriminalBehaviour,Gunshot,13
3282,3282,2021,7,CriminalBehaviour,Illitcit Substance,136
3283,3283,2021,7,CriminalBehaviour,Irregular Construction,8
3284,3284,2021,7,CriminalBehaviour,Kidnapping and imprisonment,3
3285,3285,2021,7,CriminalBehaviour,Misuse of transport card,2
3286,3286,2021,7,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,10
3287,3287,2021,7,CriminalBehaviour,Obscene/libelous acts,5
3288,3288,2021,7,CriminalBehaviour,Physical/Verbal Agression,62
3289,3289,2021,7,CriminalBehaviour,Rape,2
3290,3290,2021,7,CriminalBehaviour,Robbery,49
3291,3291,2021,7,CriminalBehaviour,Sexual harassment,1
3292,3292,2021,7,CriminalBehaviour,Theft,103
3293,3293,2021,7,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,58
3294,3294,2021,8,CriminalBehaviour,Agression,29
3295,3295,2021,8,CriminalBehaviour,Animal abuse,8
3296,3296,2021,8,CriminalBehaviour,Break-in,187
3297,3297,2021,8,CriminalBehaviour,Child grooming/enticement,1
3298,3298,2021,8,CriminalBehaviour,Corporal injury,5
3299,3299,2021,8,CriminalBehaviour,Environmental crime,4
3300,3300,2021,8,CriminalBehaviour,False Identity,1
3301,3301,2021,8,CriminalBehaviour,False money,2
3302,3302,2021,8,CriminalBehaviour,Fishing in Prohibited Places,2
3303,3303,2021,8,CriminalBehaviour,Fraud (monetary),4
3304,3304,2021,8,CriminalBehaviour,Gambling,2
3305,3305,2021,8,CriminalBehaviour,Gunshot,6
3306,3306,2021,8,CriminalBehaviour,Illegal possession,2
3307,3307,2021,8,CriminalBehaviour,Illitcit Substance,210
3308,3308,2021,8,CriminalBehaviour,Irregular Construction,2
3309,3309,2021,8,CriminalBehaviour,Misuse of transport card,3
3310,3310,2021,8,CriminalBehaviour,Murder,1
3311,3311,2021,8,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,5
3312,3312,2021,8,CriminalBehaviour,Obscene/libelous acts,15
3313,3313,2021,8,CriminalBehaviour,Physical/Verbal Agression,70
3314,3314,2021,8,CriminalBehaviour,Robbery,66
3315,3315,2021,8,CriminalBehaviour,Sexual harassment,10
3316,3316,2021,8,CriminalBehaviour,Smuggling/contraband,4
3317,3317,2021,8,CriminalBehaviour,Theft,103
3318,3318,2021,8,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,83
3319,3319,2021,9,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
3320,3320,2021,9,CriminalBehaviour,Agression,38
3321,3321,2021,9,CriminalBehaviour,Animal abuse,3
3322,3322,2021,9,CriminalBehaviour,Break-in,171
3323,3323,2021,9,CriminalBehaviour,Corporal injury,5
3324,3324,2021,9,CriminalBehaviour,Crime against individual liberty,1
3325,3325,2021,9,CriminalBehaviour,Discrimination,1
3326,3326,2021,9,CriminalBehaviour,Environmental crime,2
3327,3327,2021,9,CriminalBehaviour,Exploitation of minors,1
3328,3328,2021,9,CriminalBehaviour,Fishing in Prohibited Places,2
3329,3329,2021,9,CriminalBehaviour,Fraud (monetary),1
3330,3330,2021,9,CriminalBehaviour,Gang-sacking/pillaging,1
3331,3331,2021,9,CriminalBehaviour,Gunshot,5
3332,3332,2021,9,CriminalBehaviour,Illegal possession,1
3333,3333,2021,9,CriminalBehaviour,Illitcit Substance,185
3334,3334,2021,9,CriminalBehaviour,Irregular Construction,5
3335,3335,2021,9,CriminalBehaviour,Misuse of transport card,2
3336,3336,2021,9,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,1
3337,3337,2021,9,CriminalBehaviour,Obscene/libelous acts,17
3338,3338,2021,9,CriminalBehaviour,Physical/Verbal Agression,66
3339,3339,2021,9,CriminalBehaviour,Rape,2
3340,3340,2021,9,CriminalBehaviour,Robbery,66
3341,3341,2021,9,CriminalBehaviour,Sexual harassment,6
3342,3342,2021,9,CriminalBehaviour,Theft,95
3343,3343,2021,9,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",2
3344,3344,2021,9,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,74
3345,3345,2021,9,CriminalBehaviour,Violation of graves,2
3346,3346,2021,10,CriminalBehaviour,Abuse of incapacitated persons,1
3347,3347,2021,10,CriminalBehaviour,Agression,25
3348,3348,2021,10,CriminalBehaviour,Animal abuse,2
3349,3349,2021,10,CriminalBehaviour,Break-in,159
3350,3350,2021,10,CriminalBehaviour,Corporal injury,8
3351,3351,2021,10,CriminalBehaviour,Environmental crime,5
3352,3352,2021,10,CriminalBehaviour,Exploitation of minors,1
3353,3353,2021,10,CriminalBehaviour,Extortion,1
3354,3354,2021,10,CriminalBehaviour,False Identity,1
3355,3355,2021,10,CriminalBehaviour,False money,1
3356,3356,2021,10,CriminalBehaviour,Fishing in Prohibited Places,7
3357,3357,2021,10,CriminalBehaviour,Gunshot,2
3358,3358,2021,10,CriminalBehaviour,Illegal possession,1
3359,3359,2021,10,CriminalBehaviour,Illitcit Substance,106
3360,3360,2021,10,CriminalBehaviour,Irregular Construction,6
3361,3361,2021,10,CriminalBehaviour,Misuse of transport card,2
3362,3362,2021,10,CriminalBehaviour,Murder,1
3363,3363,2021,10,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,1
3364,3364,2021,10,CriminalBehaviour,Obscene/libelous acts,17
3365,3365,2021,10,CriminalBehaviour,Physical/Verbal Agression,86
3366,3366,2021,10,CriminalBehaviour,Robbery,68
3367,3367,2021,10,CriminalBehaviour,Sexual harassment,3
3368,3368,2021,10,CriminalBehaviour,Theft,78
3369,3369,2021,10,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,63
3370,3370,2021,11,CriminalBehaviour,Agression,23
3371,3371,2021,11,CriminalBehaviour,Animal abuse,4
3372,3372,2021,11,CriminalBehaviour,Break-in,123
3373,3373,2021,11,CriminalBehaviour,Corporal injury,5
3374,3374,2021,11,CriminalBehaviour,Environmental crime,1
3375,3375,2021,11,CriminalBehaviour,Fishing in Prohibited Places,2
3376,3376,2021,11,CriminalBehaviour,Fraud (monetary),1
3377,3377,2021,11,CriminalBehaviour,Gambling,2
3378,3378,2021,11,CriminalBehaviour,Gang-sacking/pillaging,2
3379,3379,2021,11,CriminalBehaviour,Gunshot,7
3380,3380,2021,11,CriminalBehaviour,Homophobia,1
3381,3381,2021,11,CriminalBehaviour,Illegal possession,3
3382,3382,2021,11,CriminalBehaviour,Illitcit Substance,116
3383,3383,2021,11,CriminalBehaviour,Irregular Construction,5
3384,3384,2021,11,CriminalBehaviour,Irregular landfill,1
3385,3385,2021,11,CriminalBehaviour,Kidnapping and imprisonment,1
3386,3386,2021,11,CriminalBehaviour,"Loss, concealment or destruction of books or documents",1
3387,3387,2021,11,CriminalBehaviour,Misuse of transport card,4
3388,3388,2021,11,CriminalBehaviour,Obscene/libelous acts,17
3389,3389,2021,11,CriminalBehaviour,Physical/Verbal Agression,85
3390,3390,2021,11,CriminalBehaviour,Robbery,50
3391,3391,2021,11,CriminalBehaviour,Sexual harassment,8
3392,3392,2021,11,CriminalBehaviour,Theft,70
3393,3393,2021,11,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
3394,3394,2021,11,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,71
3395,3395,2021,12,CriminalBehaviour,Agression,21
3396,3396,2021,12,CriminalBehaviour,Animal abuse,2
3397,3397,2021,12,CriminalBehaviour,Break-in,116
3398,3398,2021,12,CriminalBehaviour,Corporal injury,6
3399,3399,2021,12,CriminalBehaviour,Corruption of minors,1
3400,3400,2021,12,CriminalBehaviour,Crime against individual liberty,1
3401,3401,2021,12,CriminalBehaviour,Environmental crime,1
3402,3402,2021,12,CriminalBehaviour,Extortion,1
3403,3403,2021,12,CriminalBehaviour,Fishing in Prohibited Places,5
3404,3404,2021,12,CriminalBehaviour,Fraud (monetary),2
3405,3405,2021,12,CriminalBehaviour,Gambling,1
3406,3406,2021,12,CriminalBehaviour,Gang-sacking/pillaging,1
3407,3407,2021,12,CriminalBehaviour,Gunshot,11
3408,3408,2021,12,CriminalBehaviour,Illegal possession,2
3409,3409,2021,12,CriminalBehaviour,Illitcit Substance,100
3410,3410,2021,12,CriminalBehaviour,Irregular Construction,4
3411,3411,2021,12,CriminalBehaviour,Misuse of transport card,2
3412,3412,2021,12,CriminalBehaviour,Obscene/libelous acts,17
3413,3413,2021,12,CriminalBehaviour,Physical/Verbal Agression,110
3414,3414,2021,12,CriminalBehaviour,Robbery,57
3415,3415,2021,12,CriminalBehaviour,Sexual harassment,12
3416,3416,2021,12,CriminalBehaviour,Theft,93
3417,3417,2021,12,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",2
3418,3418,2021,12,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,85
3419,3419,2022,1,CriminalBehaviour,Agression,20
3420,3420,2022,1,CriminalBehaviour,Animal abuse,1
3421,3421,2022,1,CriminalBehaviour,Break-in,154
3422,3422,2022,1,CriminalBehaviour,Corporal injury,8
3423,3423,2022,1,CriminalBehaviour,Environmental crime,5
3424,3424,2022,1,CriminalBehaviour,Falsification of Public Document,1
3425,3425,2022,1,CriminalBehaviour,Fishing in Prohibited Places,7
3426,3426,2022,1,CriminalBehaviour,Fraud (monetary),1
3427,3427,2022,1,CriminalBehaviour,Gunshot,8
3428,3428,2022,1,CriminalBehaviour,Illegal possession,2
3429,3429,2022,1,CriminalBehaviour,Illitcit Substance,115
3430,3430,2022,1,CriminalBehaviour,Irregular Construction,2
3431,3431,2022,1,CriminalBehaviour,Misuse of transport card,3
3432,3432,2022,1,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,3
3433,3433,2022,1,CriminalBehaviour,Obscene/libelous acts,15
3434,3434,2022,1,CriminalBehaviour,Physical/Verbal Agression,89
3435,3435,2022,1,CriminalBehaviour,Prevarication (corruption),1
3436,3436,2022,1,CriminalBehaviour,Robbery,60
3437,3437,2022,1,CriminalBehaviour,Sexual harassment,10
3438,3438,2022,1,CriminalBehaviour,Stalking,1
3439,3439,2022,1,CriminalBehaviour,Theft,88
3440,3440,2022,1,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
3441,3441,2022,1,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,68
3442,3442,2022,2,CriminalBehaviour,Agression,32
3443,3443,2022,2,CriminalBehaviour,Animal abuse,3
3444,3444,2022,2,CriminalBehaviour,Break-in,97
3445,3445,2022,2,CriminalBehaviour,Corporal injury,8
3446,3446,2022,2,CriminalBehaviour,Corruption of minors,1
3447,3447,2022,2,CriminalBehaviour,False money,2
3448,3448,2022,2,CriminalBehaviour,Fishing in Prohibited Places,3
3449,3449,2022,2,CriminalBehaviour,Fraud (monetary),1
3450,3450,2022,2,CriminalBehaviour,Gambling,1
3451,3451,2022,2,CriminalBehaviour,Gunshot,10
3452,3452,2022,2,CriminalBehaviour,Illegal possession,3
3453,3453,2022,2,CriminalBehaviour,Illitcit Substance,135
3454,3454,2022,2,CriminalBehaviour,Misuse of transport card,6
3455,3455,2022,2,CriminalBehaviour,Murder,1
3456,3456,2022,2,CriminalBehaviour,Obscene/libelous acts,13
3457,3457,2022,2,CriminalBehaviour,Physical/Verbal Agression,100
3458,3458,2022,2,CriminalBehaviour,Racism,1
3459,3459,2022,2,CriminalBehaviour,Robbery,59
3460,3460,2022,2,CriminalBehaviour,Sexual harassment,11
3461,3461,2022,2,CriminalBehaviour,Theft,103
3462,3462,2022,2,CriminalBehaviour,"Theft, loss, recovery, seizure of firearms",1
3463,3463,2022,2,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,60
3464,3464,2022,2,CriminalBehaviour,"Wearing a uniform, or badge of a public function that he does not exercise",1
3465,3465,2022,3,CriminalBehaviour,Agression,23
3466,3466,2022,3,CriminalBehaviour,Animal abuse,2
3467,3467,2022,3,CriminalBehaviour,Break-in,111
3468,3468,2022,3,CriminalBehaviour,Corporal injury,13
3469,3469,2022,3,CriminalBehaviour,Environmental crime,2
3470,3470,2022,3,CriminalBehaviour,Fishing in Prohibited Places,3
3471,3471,2022,3,CriminalBehaviour,Gang-sacking/pillaging,1
3472,3472,2022,3,CriminalBehaviour,Gunshot,20
3473,3473,2022,3,CriminalBehaviour,Homophobia,1
3474,3474,2022,3,CriminalBehaviour,Illegal possession,3
3475,3475,2022,3,CriminalBehaviour,Illitcit Substance,134
3476,3476,2022,3,CriminalBehaviour,Irregular Construction,5
3477,3477,2022,3,CriminalBehaviour,Misuse of transport card,4
3478,3478,2022,3,CriminalBehaviour,Non-compliance with law 15799/2021 COVID-19,1
3479,3479,2022,3,CriminalBehaviour,Obscene/libelous acts,7
3480,3480,2022,3,CriminalBehaviour,Physical/Verbal Agression,127
3481,3481,2022,3,CriminalBehaviour,Racism,1
3482,3482,2022,3,CriminalBehaviour,Robbery,57
3483,3483,2022,3,CriminalBehaviour,Sexual harassment,12
3484,3484,2022,3,CriminalBehaviour,Theft,112
3485,3485,2022,3,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,101
3486,3486,2022,4,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
3487,3487,2022,4,CriminalBehaviour,Abuse of incapacitated persons,1
3488,3488,2022,4,CriminalBehaviour,Agression,38
3489,3489,2022,4,CriminalBehaviour,Animal abuse,1
3490,3490,2022,4,CriminalBehaviour,Break-in,105
3491,3491,2022,4,CriminalBehaviour,Corporal injury,6
3492,3492,2022,4,CriminalBehaviour,Environmental crime,2
3493,3493,2022,4,CriminalBehaviour,False money,1
3494,3494,2022,4,CriminalBehaviour,Fishing in Prohibited Places,3
3495,3495,2022,4,CriminalBehaviour,Fraud (monetary),1
3496,3496,2022,4,CriminalBehaviour,Gunshot,6
3497,3497,2022,4,CriminalBehaviour,Illegal possession,3
3498,3498,2022,4,CriminalBehaviour,Illitcit Substance,132
3499,3499,2022,4,CriminalBehaviour,Irregular Construction,3
3500,3500,2022,4,CriminalBehaviour,Misuse of transport card,5
3501,3501,2022,4,CriminalBehaviour,Obscene/libelous acts,11
3502,3502,2022,4,CriminalBehaviour,Physical/Verbal Agression,101
3503,3503,2022,4,CriminalBehaviour,Prostitution,1
3504,3504,2022,4,CriminalBehaviour,Racism,2
3505,3505,2022,4,CriminalBehaviour,Robbery,57
3506,3506,2022,4,CriminalBehaviour,Sexual harassment,2
3507,3507,2022,4,CriminalBehaviour,Theft,96
3508,3508,2022,4,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,79
3509,3509,2022,5,CriminalBehaviour,Abandonment/nonsupport of incompetent person,2
3510,3510,2022,5,CriminalBehaviour,Agression,36
3511,3511,2022,5,CriminalBehaviour,Animal abuse,3
3512,3512,2022,5,CriminalBehaviour,Break-in,111
3513,3513,2022,5,CriminalBehaviour,Corporal injury,10
3514,3514,2022,5,CriminalBehaviour,Exploitation of minors,1
3515,3515,2022,5,CriminalBehaviour,Fishing in Prohibited Places,1
3516,3516,2022,5,CriminalBehaviour,Fraud (monetary),1
3517,3517,2022,5,CriminalBehaviour,Gunshot,4
3518,3518,2022,5,CriminalBehaviour,Illegal possession,5
3519,3519,2022,5,CriminalBehaviour,Illitcit Substance,119
3520,3520,2022,5,CriminalBehaviour,Impersonating a public official,1
3521,3521,2022,5,CriminalBehaviour,Irregular Construction,5
3522,3522,2022,5,CriminalBehaviour,Kidnapping and imprisonment,1
3523,3523,2022,5,CriminalBehaviour,Maltreatment,2
3524,3524,2022,5,CriminalBehaviour,Misuse of transport card,2
3525,3525,2022,5,CriminalBehaviour,Murder,2
3526,3526,2022,5,CriminalBehaviour,Obscene/libelous acts,6
3527,3527,2022,5,CriminalBehaviour,Physical/Verbal Agression,73
3528,3528,2022,5,CriminalBehaviour,Robbery,61
3529,3529,2022,5,CriminalBehaviour,Sexual harassment,8
3530,3530,2022,5,CriminalBehaviour,Theft,110
3531,3531,2022,5,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,87
3532,3532,2022,6,CriminalBehaviour,Agression,30
3533,3533,2022,6,CriminalBehaviour,Animal abuse,2
3534,3534,2022,6,CriminalBehaviour,Break-in,114
3535,3535,2022,6,CriminalBehaviour,Corporal injury,11
3536,3536,2022,6,CriminalBehaviour,False Identity,1
3537,3537,2022,6,CriminalBehaviour,Gambling,1
3538,3538,2022,6,CriminalBehaviour,Gunshot,3
3539,3539,2022,6,CriminalBehaviour,Illitcit Substance,104
3540,3540,2022,6,CriminalBehaviour,Irregular Construction,2
3541,3541,2022,6,CriminalBehaviour,Kidnapping and imprisonment,1
3542,3542,2022,6,CriminalBehaviour,Misuse of transport card,4
3543,3543,2022,6,CriminalBehaviour,Obscene/libelous acts,8
3544,3544,2022,6,CriminalBehaviour,Physical/Verbal Agression,64
3545,3545,2022,6,CriminalBehaviour,Robbery,44
3546,3546,2022,6,CriminalBehaviour,Sexual harassment,7
3547,3547,2022,6,CriminalBehaviour,Theft,115
3548,3548,2022,6,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,71
3549,3549,2022,7,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
3550,3550,2022,7,CriminalBehaviour,Agression,17
3551,3551,2022,7,CriminalBehaviour,Animal abuse,2
3552,3552,2022,7,CriminalBehaviour,Break-in,89
3553,3553,2022,7,CriminalBehaviour,Corporal injury,9
3554,3554,2022,7,CriminalBehaviour,Crime against corpses,1
3555,3555,2022,7,CriminalBehaviour,Discrimination,1
3556,3556,2022,7,CriminalBehaviour,Environmental crime,5
3557,3557,2022,7,CriminalBehaviour,Fishing in Prohibited Places,1
3558,3558,2022,7,CriminalBehaviour,Fraud (monetary),3
3559,3559,2022,7,CriminalBehaviour,Gang-sacking/pillaging,1
3560,3560,2022,7,CriminalBehaviour,Gunshot,6
3561,3561,2022,7,CriminalBehaviour,Illegal possession,3
3562,3562,2022,7,CriminalBehaviour,Illitcit Substance,114
3563,3563,2022,7,CriminalBehaviour,Irregular Construction,3
3564,3564,2022,7,CriminalBehaviour,Kidnapping and imprisonment,1
3565,3565,2022,7,CriminalBehaviour,Maltreatment,1
3566,3566,2022,7,CriminalBehaviour,Misuse of transport card,15
3567,3567,2022,7,CriminalBehaviour,Obscene/libelous acts,6
3568,3568,2022,7,CriminalBehaviour,Physical/Verbal Agression,80
3569,3569,2022,7,CriminalBehaviour,Prank call,1
3570,3570,2022,7,CriminalBehaviour,Robbery,55
3571,3571,2022,7,CriminalBehaviour,Sexual harassment,11
3572,3572,2022,7,CriminalBehaviour,Theft,93
3573,3573,2022,7,CriminalBehaviour,Violation of Protective Measures for women - Lei Maria da Penha,70
3574,3574,2022,8,CriminalBehaviour,Abandonment/nonsupport of incompetent person,1
